Protocol,Mode,Scenario,Run,Seed,N,Slots,OnsetSlot,Algorithm,BudgetFraction,MeanSatisfaction,PreOnsetMeanSatisfaction,PostOnsetMeanSatisfaction,OnsetWindowMeanSatisfaction,TotalMigrations,PostOnsetMigrations,MigrationMB,PostOnsetMigrationMB,MeanAdmittedTasks,MeanRejectedTasks,PostMeanAdmittedTasks,PostMeanRejectedTasks,RuntimeSec,RepairOverrides,MaxBudgetExcess,CandidateEvaluations,AcceptedMoves,BudgetActiveSlots
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,1,2026074101,180,200,1,BudgetedLNS,0.1,68.4472222222222,NaN,68.4472222222222,67.0277777777778,246,246,304.005,304.005,139.19,40.81,139.19,40.81,136.8632643,0,0,43200,232,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,2,2026074102,180,200,1,BudgetedLNS,0.1,68.5888888888889,NaN,68.5888888888889,69.9166666666667,167,167,210.5006,210.5006,139.025,40.975,139.025,40.975,151.6816531,0,0,43200,166,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,3,2026074103,180,200,1,BudgetedLNS,0.1,69.225,NaN,69.225,67.2777777777778,149,149,187.4066,187.4066,139.075,40.925,139.075,40.925,123.92709,0,0,43109,164,1
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,4,2026074104,180,200,1,BudgetedLNS,0.1,66.8666666666666,NaN,66.8666666666666,65.3055555555556,163,163,222.5116,222.5116,139.03,40.97,139.03,40.97,130.0272888,1,1,43107,147,1
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,5,2026074105,180,200,1,BudgetedLNS,0.1,57.4,NaN,57.4,53.7222222222222,551,551,809.3486,809.3486,139.03,40.97,139.03,40.97,114.3775127,1,1,43072,499,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,6,2026074106,180,200,1,BudgetedLNS,0.1,55.7472222222222,NaN,55.7472222222222,55.1666666666667,651,651,990.8472,990.8472,139.145,40.855,139.145,40.855,107.5625992,1,1,40871,564,1
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,7,2026074107,180,200,1,BudgetedLNS,0.1,57.3777777777778,NaN,57.3777777777778,57.5277777777778,633,633,929.928,929.928,138.97,41.03,138.97,41.03,113.2027994,0,0,42898,586,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,8,2026074108,180,200,1,BudgetedLNS,0.1,67.1666666666667,NaN,67.1666666666667,67.6388888888889,171,171,205.4574,205.4574,139.065,40.935,139.065,40.935,165.260653,0,0,43193,168,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,9,2026074109,180,200,1,BudgetedLNS,0.1,67.3583333333333,NaN,67.3583333333333,67.25,337,337,511.7818,511.7818,139.005,40.995,139.005,40.995,131.0801612,0,0,43200,306,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,10,2026074110,180,200,1,BudgetedLNS,0.1,64.4777777777778,NaN,64.4777777777778,63.5277777777778,224,224,302.876,302.876,139,41,139,41,126.4324121,0,0,43184,227,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,11,2026074111,180,200,1,BudgetedLNS,0.1,60.8666666666667,NaN,60.8666666666667,61,425,425,632.7596,632.7596,139.085,40.915,139.085,40.915,95.5705034,0,0,43203,400,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,12,2026074112,180,200,1,BudgetedLNS,0.1,65.2611111111111,NaN,65.2611111111111,66.7777777777778,185,185,248.5256,248.5256,139.105,40.895,139.105,40.895,146.2304067,0,0,43203,186,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,13,2026074113,180,200,1,BudgetedLNS,0.1,68.6194444444445,NaN,68.6194444444445,65.8055555555556,165,165,201.0774,201.0774,139.03,40.97,139.03,40.97,116.0047374,0,0,43175,163,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,14,2026074114,180,200,1,BudgetedLNS,0.1,66.4444444444444,NaN,66.4444444444444,67.8611111111111,230,230,346.0766,346.0766,139.02,40.98,139.02,40.98,123.6474524,0,0,43193,198,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,15,2026074115,180,200,1,BudgetedLNS,0.1,67.7138888888889,NaN,67.7138888888889,64.8333333333333,179,179,221.2514,221.2514,139.02,40.98,139.02,40.98,107.4929418,0,0,43200,183,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,16,2026074116,180,200,1,BudgetedLNS,0.1,63.8472222222222,NaN,63.8472222222222,62,375,375,544.4988,544.4988,139.03,40.97,139.03,40.97,146.8612136,0,0,43178,355,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,17,2026074117,180,200,1,BudgetedLNS,0.1,65.3805555555555,NaN,65.3805555555555,61.0833333333333,257,257,361.805,361.805,139.09,40.91,139.09,40.91,94.4234243,0,0,43194,257,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,18,2026074118,180,200,1,BudgetedLNS,0.1,64.8527777777778,NaN,64.8527777777778,57.5277777777778,251,251,342.494,342.494,139.05,40.95,139.05,40.95,76.1393502,0,0,42952,238,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,19,2026074119,180,200,1,BudgetedLNS,0.1,63.6916666666667,NaN,63.6916666666667,61.3055555555556,254,254,339.707,339.707,139.02,40.98,139.02,40.98,121.0712636,0,0,43200,244,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,20,2026074120,180,200,1,BudgetedLNS,0.1,65.7222222222222,NaN,65.7222222222222,63.8333333333333,367,367,542.6404,542.6404,139.02,40.98,139.02,40.98,147.3642821,0,0,43200,354,0
