Protocol,Mode,Scenario,Run,Seed,N,Slots,OnsetSlot,Algorithm,BudgetFraction,MeanSatisfaction,PreOnsetMeanSatisfaction,PostOnsetMeanSatisfaction,OnsetWindowMeanSatisfaction,TotalMigrations,PostOnsetMigrations,MigrationMB,PostOnsetMigrationMB,MeanAdmittedTasks,MeanRejectedTasks,PostMeanAdmittedTasks,PostMeanRejectedTasks,RuntimeSec,RepairOverrides,MaxBudgetExcess,CandidateEvaluations,AcceptedMoves,BudgetActiveSlots
paper2_revision_v2_20260731,FORMAL,compute_hotspot,6,2026074106,180,200,1,HIVE,0.05,43.8444444444444,,43.8444444444444,42.7777777777778,10155,10155,15023.9784,15023.9784,139.935,40.065,139.935,40.065,395.2699063,0,0,0,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,7,2026074107,180,200,1,BigMECGreedy,0.05,31.0222222222222,,31.0222222222222,31.0555555555556,3907,3907,5770.6228,5770.6228,139.89,40.11,139.89,40.11,0.3124947,0,0,139885,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,7,2026074107,180,200,1,BudgetedLNS,0.05,55.0055555555555,,55.0055555555555,53.0555555555556,719,719,1112.156,1112.156,138.995,41.005,138.995,41.005,57.6287607,5,3,20632,618,14
paper2_revision_v2_20260731,FORMAL,compute_hotspot,7,2026074107,180,200,1,FullResched,0.05,52.6944444444444,,52.6944444444444,52.3611111111111,10868,10868,15364.301,15364.301,139.11,40.89,139.11,40.89,8.3102428,0,0,0,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,7,2026074107,180,200,1,HIVE,0.05,48.5472222222222,,48.5472222222222,48.9166666666667,12283,12283,16786.4524,16786.4524,139.47,40.53,139.47,40.53,605.459705199999,0,0,0,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,8,2026074108,180,200,1,BigMECGreedy,0.05,47.8111111111111,,47.8111111111111,48.3888888888889,3691,3691,5570.1406,5570.1406,139.985,40.015,139.985,40.015,0.3005161,0,0,139985,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,8,2026074108,180,200,1,BudgetedLNS,0.05,62.6277777777777,,62.6277777777777,61.5277777777778,262,262,412.2388,412.2388,139.255,40.745,139.255,40.745,56.4644278,1,2,21509,232,1
paper2_revision_v2_20260731,FORMAL,compute_hotspot,8,2026074108,180,200,1,FullResched,0.05,52.5833333333333,,52.5833333333333,51.8333333333333,8526,8526,12851.3532,12851.3532,139.765,40.235,139.765,40.235,8.40426259999999,0,0,0,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,8,2026074108,180,200,1,HIVE,0.05,47.7138888888889,,47.7138888888889,47.3333333333333,9272,9272,13215.7658,13215.7658,139.345,40.655,139.345,40.655,672.3916424,0,0,0,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,9,2026074109,180,200,1,BigMECGreedy,0.05,41.4527777777778,,41.4527777777778,41.4166666666667,4869,4869,6558.4872,6558.4872,139.765,40.235,139.765,40.235,0.2436286,0,0,139765,0,0
paper2_revision_v2_20260731,FORMAL,compute_hotspot,9,2026074109,180,200,1,BudgetedLNS,0.05,66.0916666666667,,66.0916666666667,64.4444444444444,228,228,381.4464,381.4464,139.015,40.985,139.015,40.985,35.5784066,0,0,21601,189,0
