Protocol,Mode,Scenario,Run,Seed,N,Slot,OnsetSlot,HotspotActive,Algorithm,BudgetFraction,Satisfaction,Migrations,MigrationMB,AdmissionTransitions,RejectionTransitions,TotalPlacementStateTransitions,AdmittedTasks,RejectedTasks,RuntimeSec,BudgetGuardEnabled,MoveBudget,RepairOverride,BudgetExcess,ResourceViolationRate
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,2,11,0,FullResched,0.05,49.4444444444444,39,55.3458,0,0,39,153,27,0.0302418,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,2,11,0,HIVE,0.05,44.4444444444444,49,96.2285999999999,0,0,49,155,25,1.2861798,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,2,11,0,BigMECGreedy,0.05,42.2222222222222,21,57.8714,0,0,21,154,26,0.0011838,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,2,11,0,BudgetedLNS,0.05,52.7777777777778,4,18.716,0,0,4,153,27,0.0809197,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,3,11,0,FullResched,0.05,49.4444444444444,45,102.1368,1,0,46,154,26,0.0116688,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,3,11,0,HIVE,0.05,33.8888888888889,55,131.2052,0,0,55,155,25,1.128899,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,3,11,0,BigMECGreedy,0.05,55.5555555555556,17,25.3502,0,1,18,153,27,0.0006017,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,3,11,0,BudgetedLNS,0.05,55.5555555555556,6,34.9766,0,0,6,153,27,0.0981774,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,4,11,0,FullResched,0.05,50.5555555555556,42,57.5358,0,1,43,153,27,0.0099358,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,4,11,0,HIVE,0.05,52.2222222222222,47,124.3698,0,3,50,152,28,1.2832352,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,4,11,0,BigMECGreedy,0.05,45.5555555555556,26,67.4938,1,0,27,154,26,0.0004141,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,4,11,0,BudgetedLNS,0.05,54.4444444444444,2,3.4508,0,0,2,153,27,0.0838663,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,5,11,0,FullResched,0.05,46.1111111111111,47,108.5738,0,0,47,153,27,0.0106841,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,5,11,0,HIVE,0.05,47.2222222222222,52,98.4185999999999,0,0,52,152,28,1.0222944,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,5,11,0,BigMECGreedy,0.05,52.2222222222222,17,41.1462,0,1,18,153,27,0.0003615,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,5,11,0,BudgetedLNS,0.05,55.5555555555556,4,31.5258,0,0,4,153,27,0.0828714,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,6,11,0,FullResched,0.05,42.2222222222222,45,118.9282,0,0,45,153,27,0.0098332,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,6,11,0,HIVE,0.05,44.4444444444444,66,119.588,1,0,67,153,27,1.1158026,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,6,11,0,BigMECGreedy,0.05,52.2222222222222,18,41.8762,0,1,19,152,28,0.0004301,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,6,11,0,BudgetedLNS,0.05,54.4444444444444,0,0,0,0,0,153,27,0.126362,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,7,11,0,FullResched,0.05,48.3333333333333,51,126.2944,0,0,51,153,27,0.01639,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,7,11,0,HIVE,0.05,42.7777777777778,52,101.4048,0,0,52,153,27,1.2119781,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,7,11,0,BigMECGreedy,0.05,40.5555555555556,24,89.6625999999999,1,0,25,153,27,0.000453,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,7,11,0,BudgetedLNS,0.05,54.4444444444444,6,23.1622,0,0,6,153,27,0.0864306,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,8,11,0,FullResched,0.05,33.3333333333333,47,94.7685999999999,0,0,47,153,27,0.015175,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,8,11,0,HIVE,0.05,55.5555555555556,66,132.3978,0,1,67,152,28,1.5284277,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,8,11,0,BigMECGreedy,0.05,41.6666666666667,16,37.43,0,1,17,152,28,0.0004548,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,8,11,0,BudgetedLNS,0.05,51.6666666666667,1,0.73,0,0,1,153,27,0.1258814,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,9,11,0,FullResched,0.05,39.4444444444444,48,120.1228,0,0,48,153,27,0.0182487,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,9,11,0,HIVE,0.05,55.5555555555556,57,80.4306,0,0,57,152,28,1.4479382,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,9,11,0,BigMECGreedy,0.05,39.4444444444444,21,69.6858,1,0,22,153,27,0.000433,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,9,11,0,BudgetedLNS,0.05,51.6666666666667,0,0,0,0,0,153,27,0.1376349,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,10,11,0,FullResched,0.05,40.5555555555556,48,120.1228,0,0,48,153,27,0.0214895,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,10,11,0,HIVE,0.05,56.1111111111111,48,70.8744,0,0,48,152,28,1.373028,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,10,11,0,BigMECGreedy,0.05,48.8888888888889,19,91.8546,0,2,21,151,29,0.0004205,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,10,11,0,BudgetedLNS,0.05,51.6666666666667,0,0,0,0,0,153,27,0.1765113,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,11,11,1,FullResched,0.05,51.6666666666667,40,58.0666,0,14,54,139,41,0.0296474,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,11,11,1,HIVE,0.05,42.2222222222222,59,81.8905999999999,0,12,71,140,40,1.5152827,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,11,11,1,BigMECGreedy,0.05,45.5555555555556,25,42.1396,0,12,37,139,41,0.0005675,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,11,11,1,BudgetedLNS,0.05,65.5555555555556,15,25.881,0,14,29,139,41,0.147777,1,9,1,6,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,12,11,1,FullResched,0.05,55,45,64.7028,0,0,45,139,41,0.0226862,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,12,11,1,HIVE,0.05,45,51,78.0414,0,1,52,139,41,1.1238262,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,12,11,1,BigMECGreedy,0.05,45.5555555555556,15,21.8994,0,0,15,139,41,0.0007703,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,12,11,1,BudgetedLNS,0.05,65.5555555555556,5,8.627,0,0,5,139,41,0.0769443,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,13,11,1,FullResched,0.05,58.3333333333333,51,73.0644,0,0,51,139,41,0.0119833,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,13,11,1,HIVE,0.05,48.8888888888889,62,88.0621999999999,0,0,62,139,41,1.0592225,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,13,11,1,BigMECGreedy,0.05,51.1111111111111,16,23.6248,1,0,17,140,40,0.000488,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,13,11,1,BudgetedLNS,0.05,69.4444444444444,0,0,0,0,0,139,41,0.087551,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,14,11,1,FullResched,0.05,58.8888888888889,55,76.9798,0,0,55,139,41,0.0111824,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,14,11,1,HIVE,0.05,59.4444444444444,61,84.3459999999999,0,1,62,138,42,1.5600187,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,14,11,1,BigMECGreedy,0.05,47.2222222222222,19,28.801,0,0,19,140,40,0.0008743,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,14,11,1,BudgetedLNS,0.05,71.1111111111111,1,0.73,0,0,1,139,41,0.1104658,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,15,11,1,FullResched,0.05,65,51,75.0552,0,0,51,139,41,0.0114277,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,15,11,1,HIVE,0.05,48.3333333333333,58,81.1605999999999,2,0,60,140,40,1.3208874,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,15,11,1,BigMECGreedy,0.05,46.1111111111111,21,32.2518,0,1,22,139,41,0.0004196,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,15,11,1,BudgetedLNS,0.05,72.2222222222222,2,3.4508,0,0,2,139,41,0.0817439,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,16,11,1,FullResched,0.05,55,47,67.1582,1,0,48,140,40,0.0121352,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,16,11,1,HIVE,0.05,47.7777777777778,59,84.8767999999999,0,0,59,140,40,1.8337605,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,16,11,1,BigMECGreedy,0.05,54.4444444444444,18,26.0802,1,0,19,140,40,0.0005008,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,16,11,1,BudgetedLNS,0.05,71.6666666666667,0,0,0,0,0,139,41,0.0886843,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,17,11,1,FullResched,0.05,60.5555555555556,46,68.419,0,1,47,139,41,0.0152482,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,17,11,1,HIVE,0.05,49.4444444444444,61,85.3414,0,0,61,140,40,1.070894,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,17,11,1,BigMECGreedy,0.05,54.4444444444444,16,23.6248,0,0,16,140,40,0.000416,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,17,11,1,BudgetedLNS,0.05,72.2222222222222,0,0,0,0,0,139,41,0.0702867,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,18,11,1,FullResched,0.05,61.1111111111111,52,69.8128,0,0,52,139,41,0.0102362,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,18,11,1,HIVE,0.05,53.8888888888889,57,80.4305999999999,1,0,58,141,39,0.9049926,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,18,11,1,BigMECGreedy,0.05,41.6666666666667,13,19.444,1,0,14,141,39,0.0004011,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,18,11,1,BudgetedLNS,0.05,73.3333333333333,0,0,0,0,0,139,41,0.0657948,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,19,11,1,FullResched,0.05,56.1111111111111,53,77.5106,2,0,55,141,39,0.0107417,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,19,11,1,HIVE,0.05,50.5555555555556,54,77.2452,0,1,55,140,40,0.9568485,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,19,11,1,BigMECGreedy,0.05,36.6666666666667,19,29.7964,1,0,20,142,38,0.0004199,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,19,11,1,BudgetedLNS,0.05,73.3333333333333,0,0,0,0,0,139,41,0.0738125,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,20,11,1,FullResched,0.05,43.3333333333333,52,77.776,1,0,53,142,38,0.0102805,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,20,11,1,HIVE,0.05,51.1111111111111,49,72.5998,0,0,49,140,40,0.9122764,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,20,11,1,BigMECGreedy,0.05,50.5555555555556,23,32.7164,0,2,25,140,40,0.000372,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,20,11,1,BudgetedLNS,0.05,71.1111111111111,0,0,0,0,0,139,41,0.0633339,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,21,11,1,FullResched,0.05,55,43,65.2336,0,2,45,140,40,0.0096002,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,21,11,1,HIVE,0.05,53.3333333333333,41,55.8104,1,0,42,141,39,0.8831141,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,21,11,1,BigMECGreedy,0.05,49.4444444444444,26,37.8926,0,0,26,140,40,0.0003666,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,21,11,1,BudgetedLNS,0.05,72.2222222222222,0,0,0,0,0,139,41,0.062953,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,22,11,1,FullResched,0.05,63.3333333333333,42,63.5082,0,1,43,139,41,0.010092,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,22,11,1,HIVE,0.05,50.5555555555556,52,72.799,0,1,53,140,40,0.8094163,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,22,11,1,BigMECGreedy,0.05,43.3333333333333,23,36.698,1,0,24,141,39,0.0003949,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,22,11,1,BudgetedLNS,0.05,72.2222222222222,2,3.4508,0,0,2,139,41,0.0630166,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,23,11,1,FullResched,0.05,61.6666666666667,42,62.5128,0,0,42,139,41,0.0089775,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,23,11,1,HIVE,0.05,47.7777777777778,52,70.8082,1,0,53,141,39,0.8136805,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,23,11,1,BigMECGreedy,0.05,55,19,28.801,0,1,20,140,40,0.000494,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,23,11,1,BudgetedLNS,0.05,69.4444444444444,0,0,0,0,0,139,41,0.0622017,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,24,11,1,FullResched,0.05,63.3333333333333,49,72.5998,0,0,49,139,41,0.0094287,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,24,11,1,HIVE,0.05,53.3333333333333,52,76.7806,0,2,54,139,41,0.8048365,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,24,11,1,BigMECGreedy,0.05,41.1111111111111,15,22.8948,0,0,15,140,40,0.0003398,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,24,11,1,BudgetedLNS,0.05,67.7777777777778,0,0,0,0,0,139,41,0.0606184,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,25,11,1,FullResched,0.05,63.3333333333333,48,71.8698,0,0,48,139,41,0.0116264,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,25,11,1,HIVE,0.05,52.7777777777778,62,87.0668,0,0,62,139,41,0.8109877,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,25,11,1,BigMECGreedy,0.05,53.3333333333333,20,31.5218,0,0,20,140,40,0.0009912,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,25,11,1,BudgetedLNS,0.05,66.1111111111111,0,0,0,0,0,139,41,0.0634662,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,26,11,1,FullResched,0.05,60,53,79.5014,0,0,53,139,41,0.0088515,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,26,11,1,HIVE,0.05,43.8888888888889,58,84.1468,1,0,59,140,40,0.7958003,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,26,11,1,BigMECGreedy,0.05,50,12,19.7094,0,0,12,140,40,0.0003829,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,26,11,1,BudgetedLNS,0.05,65,0,0,0,0,0,139,41,0.0648452,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,27,11,1,FullResched,0.05,47.7777777777778,50,71.339,0,0,50,139,41,0.0100041,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,27,11,1,HIVE,0.05,47.7777777777778,67,84.7444,0,1,68,139,41,0.7899747,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,27,11,1,BigMECGreedy,0.05,45.5555555555556,22,31.9864,0,1,23,139,41,0.0003559,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,27,11,1,BudgetedLNS,0.05,62.7777777777778,0,0,0,0,0,139,41,0.0634378,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,28,11,1,FullResched,0.05,46.6666666666667,49,71.6044,0,0,49,139,41,0.0099956,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,28,11,1,HIVE,0.05,43.8888888888889,67,89.7214,0,0,67,139,41,0.797964,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,28,11,1,BigMECGreedy,0.05,53.3333333333333,21,33.2472,0,1,22,138,42,0.0003948,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,28,11,1,BudgetedLNS,0.05,63.3333333333333,1,0.73,0,0,1,139,41,0.0847602,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,29,11,1,FullResched,0.05,51.6666666666667,49,67.6228,0,0,49,139,41,0.0101968,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,29,11,1,HIVE,0.05,50,52,71.8036,0,1,53,138,42,0.8457587,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,29,11,1,BigMECGreedy,0.05,59.4444444444444,17,25.3502,1,0,18,139,41,0.0003886,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,29,11,1,BudgetedLNS,0.05,62.2222222222222,1,0.73,0,0,1,139,41,0.0650824,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,30,11,1,FullResched,0.05,60,50,71.339,0,1,51,138,42,0.0101528,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,30,11,1,HIVE,0.05,46.6666666666667,51,71.0736,1,0,52,139,41,0.7892468,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,30,11,1,BigMECGreedy,0.05,45.5555555555556,17,25.3502,1,0,18,140,40,0.0003568,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,compute_hotspot,2,2026074102,180,30,11,1,BudgetedLNS,0.05,63.3333333333333,2,3.4508,0,0,2,139,41,0.063311,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,1,11,0,FullResched,0.05,51.1111111111111,0,0,0,0,0,154,26,0.008921,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,1,11,0,HIVE,0.05,40,0,0,0,0,0,154,26,0.7977019,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,1,11,0,BigMECGreedy,0.05,36.1111111111111,0,0,0,0,0,154,26,0.0120921,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,1,11,0,BudgetedLNS,0.05,53.3333333333333,0,0,0,0,0,154,26,0.0907703,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,2,11,0,FullResched,0.05,50,36,105.3904,0,1,37,153,27,0.0105543,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,2,11,0,HIVE,0.05,33.8888888888889,62,154.102,1,0,63,155,25,0.7987133,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,2,11,0,BigMECGreedy,0.05,46.1111111111111,26,51.6978,0,1,27,153,27,0.0003702,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,2,11,0,BudgetedLNS,0.05,51.6666666666667,4,32.5212,0,1,5,153,27,0.0712559,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,3,11,0,FullResched,0.05,46.1111111111111,38,94.0405999999999,0,0,38,153,27,0.0090821,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,3,11,0,HIVE,0.05,35.5555555555556,49,121.8482,0,1,50,154,26,0.7950892,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,3,11,0,BigMECGreedy,0.05,41.1111111111111,28,94.5733999999999,1,0,29,154,26,0.000346,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,3,11,0,BudgetedLNS,0.05,50,5,21.4368,0,0,5,153,27,0.0705614,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,4,11,0,FullResched,0.05,32.7777777777778,45,115.942,0,0,45,153,27,0.0091741,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,4,11,0,HIVE,0.05,29.4444444444444,60,138.8368,0,0,60,154,26,0.7802728,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,4,11,0,BigMECGreedy,0.05,40.5555555555556,26,76.3219999999999,0,2,28,152,28,0.0006806,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,4,11,0,BudgetedLNS,0.05,47.2222222222222,3,30.7958,0,0,3,153,27,0.069858,1,9,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,5,11,0,FullResched,0.05,43.8888888888889,50,107.7776,0,1,51,152,28,0.0106393,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,5,11,0,HIVE,0.05,37.2222222222222,58,149.1912,0,3,61,151,29,0.7894544,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,5,11,0,BigMECGreedy,0.05,44.4444444444444,23,44.5308,0,0,23,152,28,0.0008278,0,NaN,0,0,0
paper2_revision_v3_transition_audit_20260906,SMOKE,link_hotspot,1,2026075101,180,5,11,0,BudgetedLNS,0.05,43.8888888888889,5,34.2466,0,0,5,153,27,0.0702901,1,9,0,0,0
