Protocol,Mode,Scenario,Run,Seed,N,Slots,OnsetSlot,Algorithm,BudgetFraction,MeanSatisfaction,PreOnsetMeanSatisfaction,PostOnsetMeanSatisfaction,OnsetWindowMeanSatisfaction,TotalMigrations,PostOnsetMigrations,MigrationMB,PostOnsetMigrationMB,MeanAdmittedTasks,MeanRejectedTasks,PostMeanAdmittedTasks,PostMeanRejectedTasks,RuntimeSec,RepairOverrides,MaxBudgetExcess,CandidateEvaluations,AcceptedMoves,BudgetActiveSlots
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,1,2026074101,180,200,1,BudgetedLNS,0.05,64,NaN,64,63.9722222222222,236,236,358.4198,358.4198,138.895,41.105,138.895,41.105,61.632208,0,0,21619,205,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,2,2026074102,180,200,1,BudgetedLNS,0.05,68.7638888888889,NaN,68.7638888888889,67.1944444444444,148,148,212.557,212.557,139.035,40.965,139.035,40.965,62.7019244,0,0,21476,149,1
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,3,2026074103,180,200,1,BudgetedLNS,0.05,65.4666666666666,NaN,65.4666666666666,63.5,136,136,204.7924,204.7924,138.76,41.24,138.76,41.24,66.7176082,0,0,21534,134,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,4,2026074104,180,200,1,BudgetedLNS,0.05,65.55,NaN,65.55,57.4722222222222,144,144,204.66,204.66,139.12,40.88,139.12,40.88,64.9397894,2,3,21363,131,4
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,5,2026074105,180,200,1,BudgetedLNS,0.05,56.825,NaN,56.825,54.3055555555555,390,390,588.297,588.297,139.075,40.925,139.075,40.925,63.2905682,1,2,21385,328,4
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,6,2026074106,180,200,1,BudgetedLNS,0.05,58.8027777777778,NaN,58.8027777777778,52.6944444444444,286,286,430.7542,430.7542,139.08,40.92,139.08,40.92,59.0830927,1,2,21178,249,3
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,7,2026074107,180,200,1,BudgetedLNS,0.05,55.0055555555555,NaN,55.0055555555555,53.0555555555556,719,719,1112.156,1112.156,138.995,41.005,138.995,41.005,62.2786392,5,3,20632,618,14
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,8,2026074108,180,200,1,BudgetedLNS,0.05,62.6277777777777,NaN,62.6277777777777,61.5277777777778,262,262,412.2388,412.2388,139.255,40.745,139.255,40.745,61.4875048,1,2,21509,232,1
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,9,2026074109,180,200,1,BudgetedLNS,0.05,66.0916666666667,NaN,66.0916666666667,64.4444444444444,228,228,381.4464,381.4464,139.015,40.985,139.015,40.985,53.6229664,0,0,21601,189,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,10,2026074110,180,200,1,BudgetedLNS,0.05,63.8972222222222,NaN,63.8972222222222,62.6388888888889,301,301,446.6812,446.6812,139,41,139,41,52.8239289,2,3,21352,289,5
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,11,2026074111,180,200,1,BudgetedLNS,0.05,58.3694444444445,NaN,58.3694444444445,55.7222222222222,650,650,1028.9378,1028.9378,139.195,40.805,139.195,40.805,52.8831907,3,1,20885,600,9
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,12,2026074112,180,200,1,BudgetedLNS,0.05,66.1777777777778,NaN,66.1777777777778,65.8888888888889,159,159,210.633,210.633,139.095,40.905,139.095,40.905,49.9617777,0,0,21536,159,1
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,13,2026074113,180,200,1,BudgetedLNS,0.05,62.4416666666666,NaN,62.4416666666666,59.8888888888889,344,344,565.6664,565.6664,139.415,40.585,139.415,40.585,50.8481964,1,3,21490,321,2
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,14,2026074114,180,200,1,BudgetedLNS,0.05,63.7388888888889,NaN,63.7388888888889,61.3055555555556,248,248,423.9176,423.9176,139.03,40.97,139.03,40.97,60.1717937,1,1,21513,228,1
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,15,2026074115,180,200,1,BudgetedLNS,0.05,58.6638888888889,NaN,58.6638888888889,56,322,322,506.8042,506.8042,139.415,40.585,139.415,40.585,87.9754244,0,0,21512,296,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,16,2026074116,180,200,1,BudgetedLNS,0.05,51.2138888888889,NaN,51.2138888888889,50.5,311,311,515.696,515.696,139.46,40.54,139.46,40.54,81.1555949,0,0,21490,254,1
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,17,2026074117,180,200,1,BudgetedLNS,0.05,59.0916666666667,NaN,59.0916666666667,56.2222222222222,434,434,708.012199999999,708.012199999999,139.415,40.585,139.415,40.585,41.9110553,1,3,21290,391,6
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,18,2026074118,180,200,1,BudgetedLNS,0.05,55.7444444444444,NaN,55.7444444444444,55.5555555555556,433,433,680.4064,680.4064,139.565,40.435,139.565,40.435,54.1715811,1,1,21185,384,4
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,19,2026074119,180,200,1,BudgetedLNS,0.05,55.3888888888889,NaN,55.3888888888889,56.3611111111111,164,164,255.0944,255.0944,139.015,40.985,139.015,40.985,51.7776239,0,0,21582,156,1
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,20,2026074120,180,200,1,BudgetedLNS,0.05,64.4388888888889,NaN,64.4388888888889,60.5833333333333,377,377,584.779399999999,584.779399999999,139.03,40.97,139.03,40.97,46.123761,2,3,21370,361,4
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,21,2026074121,180,200,1,BudgetedLNS,0.05,61.2777777777778,NaN,61.2777777777778,63.7777777777778,482,482,763.9556,763.9556,139.43,40.57,139.43,40.57,69.3832269,2,1,21218,453,7
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,22,2026074122,180,200,1,BudgetedLNS,0.05,61.8305555555555,NaN,61.8305555555555,59.3611111111111,384,384,660.5628,660.5628,139.16,40.84,139.16,40.84,73.5249352,2,2,21088,352,2
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,23,2026074123,180,200,1,BudgetedLNS,0.05,66.4361111111111,NaN,66.4361111111111,65.3888888888889,309,309,489.351,489.351,139.19,40.81,139.19,40.81,36.9087446,0,0,21391,298,4
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,24,2026074124,180,200,1,BudgetedLNS,0.05,63.7416666666666,NaN,63.7416666666666,59.1666666666666,308,308,505.5428,505.5428,139.465,40.535,139.465,40.535,67.8237299,0,0,21268,301,4
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,25,2026074125,180,200,1,BudgetedLNS,0.05,65.9944444444444,NaN,65.9944444444444,65.8888888888889,236,236,375.3416,375.3416,139.165,40.835,139.165,40.835,41.9901831,0,0,21460,220,1
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,26,2026074126,180,200,1,BudgetedLNS,0.05,61.075,NaN,61.075,61.6388888888889,429,429,638.6658,638.6658,139.56,40.44,139.56,40.44,70.9428373,0,0,21100,422,5
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,27,2026074127,180,200,1,BudgetedLNS,0.05,65.0111111111111,NaN,65.0111111111111,62.1388888888889,501,501,751.9452,751.9452,139.115,40.885,139.115,40.885,67.2333552,1,1,21337,454,4
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,28,2026074128,180,200,1,BudgetedLNS,0.05,56.8805555555556,NaN,56.8805555555556,57.3611111111111,450,450,721.683,721.683,139.575,40.425,139.575,40.425,61.5499634,0,0,21401,417,0
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,29,2026074129,180,200,1,BudgetedLNS,0.05,65.7694444444444,NaN,65.7694444444444,62.6111111111111,389,389,583.5854,583.5854,139.14,40.86,139.14,40.86,30.3102313,1,1,21288,381,4
paper2_revision_v2_20260731,SENSITIVITY,compute_hotspot,30,2026074130,180,200,1,BudgetedLNS,0.05,59.8111111111111,NaN,59.8111111111111,58.25,305,305,514.3022,514.3022,139.635,40.365,139.635,40.365,51.4995277999999,0,0,21430,262,3
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,1,2026075101,180,200,1,BudgetedLNS,0.05,50.625,NaN,50.625,52.0555555555556,333,333,2656.4528,2656.4528,152.82,27.18,152.82,27.18,61.4312371999999,0,0,21590,235,0
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,2,2026075102,180,200,1,BudgetedLNS,0.05,49.7416666666667,NaN,49.7416666666667,52.25,367,367,2817.5948,2817.5948,152.79,27.21,152.79,27.21,73.3715379,0,0,21598,276,0
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,3,2026075103,180,200,1,BudgetedLNS,0.05,56.4416666666667,NaN,56.4416666666667,50.0833333333333,179,179,1067.0894,1067.0894,152.81,27.19,152.81,27.19,63.3444946,0,0,21601,157,0
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,4,2026075104,180,200,1,BudgetedLNS,0.05,52.2694444444444,NaN,52.2694444444444,53.6944444444445,426,426,2794.7554,2794.7554,152.79,27.21,152.79,27.21,106.2115237,0,0,21447,371,1
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,5,2026075105,180,200,1,BudgetedLNS,0.05,56.6833333333333,NaN,56.6833333333333,54.4166666666667,132,132,680.6816,680.6816,152.85,27.15,152.85,27.15,86.6245116,0,0,21600,123,0
paper2_revision_v2_20260731,SENSITIVITY,link_hotspot,6,2026075106,180,200,1,BudgetedLNS,0.05,59.8527777777778,NaN,59.8527777777778,57.3611111111111,167,167,828.7484,828.7484,152.595,27.405,152.595,27.405,68.8744003,0,0,21594,145,0
